"user_id","group","gender","age","edu","pol_knowledge","overconfidence","political_efficacy","pol_interest","overall_media_usage","news_topic_interest","div_trait","div_trait2","news_pref_strength","desirability_of_control","beh_int","first_login","last_visit","number_logins","number_stories_read","m_tv1","m_tv2","m_newspaper","m_computer","m_mobile","t_buit","t_bin","t_econ","t_crime","t_sport","t_ent","t_mil","t_imm","Diversity_1","Diversity_2","Diversity_3","Diversity_4","system_control","strategy_control","satisfaction","control_overall","avg_rating2"
43,4,1,45,4,9,1,5.33333333333333,5,5.6,5.5,5,6,5,3.3,2,2019-10-16 12:47:22,2019-11-12 09:45:21,12,48,2,2,8,8,8,7,7,7,4,2,3,7,7,7,7,6,7,2,2,2.71428571428571,2,2.55208333333333
413,3,1,67,7,9,2,5,6,5.8,4.375,4,6,6,3.3,5,2019-10-17 14:20:25,2019-11-07 16:06:54,11,108,8,7,1,5,8,5,5,6,4,2,2,7,4,6,3,7,4,4,4.8,4.57142857142857,4.44444444444444,1.4537037037037
447,3,1,35,7,10,-6,4.33333333333333,5,6.2,5.875,8,8,3.5,4.6,5,2019-10-17 16:21:51,2019-11-20 12:26:09,13,93,6,6,6,7,6,6,6,6,6,5,6,6,6,7,2,4,3,5.75,4.4,5.42857142857143,5,3.51612903225806
617,1,1,74,6,5,-5,2.66666666666667,6,5.2,5.5,6,7,6.25,2.8,7,2019-10-18 16:50:01,2019-11-19 11:43:10,27,51,7,6,8,4,1,7,7,6,6,7,4,5,2,6,6,7,7,5.75,5,6.42857142857143,5.33333333333333,4.17647058823529
368,4,1,46,5,2,-2,5,2,5.8,5.125,5,7,5,3,6,2019-10-17 11:46:25,2019-10-28 11:11:40,11,66,6,4,3,8,8,3,6,5,7,6,4,6,4,6,5,7,4,6.5,4.2,6,5.22222222222222,3
484,4,2,25,7,10,-6,5,4,4,3.625,3,5,5.25,4,6,2019-10-18 09:13:23,2019-10-26 10:32:06,13,69,6,4,1,4,5,5,5,3,4,1,2,5,4,5,4,6,6,3.75,4.4,5.14285714285714,4.11111111111111,1.71014492753623
533,4,2,28,5,1,-1,1,2,5,2.875,0,0,4.25,4.4,6,2019-10-18 11:59:55,2019-10-30 18:21:53,9,63,5,5,5,5,5,2,3,3,3,3,3,3,3,6,5,6,6,3.5,5.6,5.85714285714286,4.66666666666667,2.81746031746032
159,2,2,65,6,9,-6,3.33333333333333,4,4.2,5.5,6,8,4.5,3.4,6,2019-10-16 19:45:18,2019-10-25 18:59:34,14,43,8,6,1,5,1,5,6,4,7,7,6,5,4,7,7,7,7,3.25,4.8,5.71428571428571,4.11111111111111,1.8953488372093
1046,2,1,34,6,8,0,4.33333333333333,6,3.8,4.875,5,7,6,3.2,1,2019-10-28 20:26:41,2019-11-18 09:52:27,17,71,1,1,1,8,8,7,7,6,4,4,1,5,5,5,2,4,3,1.5,1.8,4.14285714285714,1.66666666666667,3.51408450704225
1124,2,1,43,6,9,-4,4.33333333333333,6,5.2,5.5,6,6,7,2.7,1,2019-10-31 10:49:15,2019-11-19 10:44:00,11,142,6,5,1,6,8,7,7,7,7,1,1,7,7,4,5,5,5,1.5,2.2,2.57142857142857,1.88888888888889,2.2887323943662
974,2,2,57,6,11,-2,6.66666666666667,7,6.4,4.875,5,6,4.5,2.2,1,2019-10-22 17:21:44,2019-11-15 14:54:50,15,48,8,7,1,8,8,7,7,6,4,1,2,7,5,5,7,6,7,1,1,1.57142857142857,1,1.73958333333333
1035,2,2,86,7,9,-5,6.33333333333333,7,5.6,4.625,3,6,6.5,3.2,5,2019-10-28 16:53:54,2019-12-02 09:04:59,19,54,8,8,8,2,2,7,7,4,4,3,3,4,5,5,6,5,6,5.25,5.6,5.14285714285714,5.44444444444444,3.56481481481481
76,3,1,62,6,9,-1,5.66666666666667,5,6.2,3.75,4,4,6.25,3.1,3,2019-10-16 15:59:11,2019-11-03 09:09:31,9,73,7,2,8,7,7,6,6,5,2,2,2,1,6,6,4,5,4,3.75,3,4.28571428571429,3.33333333333333,2.45205479452055
852,3,2,65,6,2,-2,1.66666666666667,1,4.2,2.125,0,0,4,3.5,4,2019-10-20 21:37:58,2019-12-02 07:34:22,10,46,8,4,4,1,4,2,3,1,3,1,1,3,3,6,5,5,4,1.5,2.8,3.57142857142857,2.22222222222222,2.91304347826087
716,2,2,43,5,4,-4,4,5,5,3.625,3,4,5.25,2.6,3,2019-10-19 10:05:55,2019-11-18 12:55:46,12,137,4,3,8,5,5,5,6,5,3,2,2,4,2,5,5,6,5,3.25,4.6,3.85714285714286,4,2.41240875912409
843,2,2,65,5,11,-2,4,7,6.8,4.75,5,6,5.5,3.2,5,2019-10-20 19:45:14,2019-12-09 12:29:47,14,64,8,8,8,4,6,6,6,5,3,4,3,5,6,5,4,5,6,3,5.4,4.57142857142857,4.33333333333333,3.7109375
1144,4,2,58,4,9,-1,4,4,6.6,4.375,4,4,5.75,3.3,4,2019-10-31 19:39:00,2019-11-09 19:47:05,9,46,5,6,6,8,8,6,6,3,3,3,3,5,6,6,6,6,6,1.75,2.8,4.85714285714286,2.33333333333333,3.14130434782609
361,1,1,60,5,9,-6,4,4,6.8,4.625,4,7,5.75,3.1,3,2019-10-17 11:24:56,2019-10-29 13:15:02,22,87,8,5,8,8,5,5,6,4,3,6,4,5,4,4,3,3,2,3.5,2.6,3.42857142857143,3,3.5632183908046
785,4,2,67,6,5,-5,2.66666666666667,5,4.4,4.5,5,5,4.75,3,2,2019-10-20 04:13:55,2019-11-02 07:55:04,8,105,5,3,1,5,8,6,6,3,2,6,1,7,5,7,5,7,7,4.5,5.6,6.28571428571429,5.11111111111111,2.87619047619048
649,3,2,54,7,7,-6,5.33333333333333,5,4.6,4.5,5,7,6,2.8,2,2019-10-18 19:03:24,2019-11-19 20:39:35,15,40,5,3,8,1,6,5,5,5,5,3,4,5,4,5,5,3,5,2,3.2,3.42857142857143,2.66666666666667,2.25
349,2,1,32,6,8,-6,4.66666666666667,4,4.8,3.5,2,5,6.5,4.1,1,2019-10-17 10:55:19,2019-10-28 09:20:19,11,123,6,1,1,8,8,4,5,4,3,1,1,6,4,3,3,6,3,1,2.8,2.71428571428571,2,1.19512195121951
839,3,2,58,7,9,-4,4,4,4.8,5.375,6,8,5,2.6,3,2019-10-20 17:58:05,2019-11-04 16:40:06,13,93,3,3,4,6,8,6,6,6,4,5,4,6,6,4,5,5,5,3.5,5,3.71428571428571,4.33333333333333,2.04838709677419
350,2,2,48,6,9,-4,4,4,3.8,4.5,3,8,5,2.9,4,2019-10-17 10:55:25,2019-12-13 12:08:09,15,46,3,4,2,5,5,4,5,5,4,4,6,4,4,6,3,6,5,3.25,4.6,5.85714285714286,4,3.17391304347826
583,3,2,43,5,9,-8,3.66666666666667,4,4.6,3.625,0,6,4,4.1,4,2019-10-18 14:36:35,2019-10-30 17:32:00,13,81,5,3,4,7,4,4,4,3,4,4,2,4,4,4,5,3,4,4,3.6,4.57142857142857,3.77777777777778,2.04938271604938
914,4,1,55,5,6,0,6,6,6.8,4.375,5,5,5.5,3.5,6,2019-10-21 14:11:42,2019-11-29 12:31:49,15,59,8,8,6,6,6,5,6,3,6,2,1,6,6,6,3,7,5,6.5,6,6.28571428571429,6.22222222222222,2.50847457627119
629,3,2,40,5,11,-3,3.66666666666667,5,7,6.125,8,8,4.5,3.8,4,2019-10-18 17:27:51,2019-11-19 18:22:07,19,41,7,7,7,8,6,6,7,6,7,5,6,6,6,6,2,5,5,2,2.4,5.85714285714286,2.22222222222222,3.45121951219512
1151,2,1,68,6,9,2,4.66666666666667,6,6.4,5.125,6,7,6.25,3,2,2019-11-01 13:28:07,2019-11-19 16:34:18,13,50,8,7,8,7,2,6,6,5,5,4,3,6,6,4,6,3,3,2.5,2.8,3.28571428571429,2.66666666666667,1.73
881,2,2,55,6,3,-2,3.66666666666667,3,4.6,4.375,3,7,5.5,3.8,5,2019-10-21 08:57:09,2019-11-19 14:20:24,12,45,8,4,3,3,5,4,4,3,5,6,5,4,4,6,2,7,6,3,4.8,5.57142857142857,4,3.1
905,3,2,71,5,8,-3,4,5,4.4,4.375,5,6,6,2.9,3,2019-10-21 12:45:14,2019-11-20 12:00:50,12,42,5,4,5,6,2,6,5,5,4,2,1,7,5,6,5,4,5,3,4.6,4.71428571428571,3.88888888888889,3.92857142857143
458,3,2,55,5,3,-2,2,1,3.8,3.5,5,5,7,3,4,2019-10-17 16:57:35,2019-10-29 14:00:18,11,54,8,1,1,4,5,5,5,5,5,1,1,1,5,4,2,5,1,2.5,2,4,2.22222222222222,3.33333333333333
246,2,1,67,6,5,-4,3.66666666666667,5,5.2,3.5,3,4,6.25,1.9,4,2019-10-17 05:21:57,2019-11-04 10:20:01,15,83,4,1,8,8,5,4,6,2,2,7,1,1,5,3,3,4,3,1,2.2,4.71428571428571,1.66666666666667,1.93975903614458
282,2,1,51,6,11,-1,5.33333333333333,6,7.8,6.375,8,8,6.75,3.3,7,2019-10-17 07:47:10,2019-11-28 14:49:04,18,85,8,8,8,7,8,7,7,6,5,7,7,6,6,7,7,7,7,3,4.4,6.14285714285714,3.77777777777778,3.59411764705882
641,4,1,29,7,6,-5,4.33333333333333,5,4.2,3.75,2,3,5.75,4.2,2,2019-10-18 18:41:12,2019-10-29 12:08:51,7,70,2,2,3,6,8,3,5,3,3,7,2,4,3,5,5,5,5,2.25,3.2,2.71428571428571,2.77777777777778,2.57142857142857
775,3,2,26,7,5,-4,4.66666666666667,3,3.2,4.25,4,6,5.75,2.9,1,2019-10-19 21:06:57,2019-11-07 13:50:03,10,31,4,2,1,1,8,4,5,4,6,1,6,5,3,5,7,5,4,3.5,3.2,3.57142857142857,3.33333333333333,1.96774193548387
184,4,1,54,4,9,2,6,6,7,6,7,8,5.75,4.1,4,2019-10-16 21:04:53,2019-10-31 15:19:54,16,39,8,8,3,8,8,7,7,6,6,7,6,5,4,5,5,5,4,3.75,3.6,4.14285714285714,3.66666666666667,3.48717948717949
970,1,1,60,5,7,-6,5.33333333333333,6,7.2,6.25,7,8,5.75,1.8,2,2019-10-22 14:52:41,2019-11-27 20:55:15,9,82,6,6,8,8,8,7,7,7,7,7,4,6,5,4,6,5,6,1.75,2.8,3.28571428571429,2.33333333333333,1.91463414634146
877,1,2,50,7,11,-8,4.66666666666667,5,4.4,3.625,3,4,5.5,3.4,2,2019-10-21 08:29:47,2019-11-08 12:20:55,16,39,1,1,8,8,4,5,5,3,3,1,2,6,4,4,4,5,4,3.25,3.2,4.14285714285714,3.22222222222222,1.93589743589744
1043,1,1,57,4,11,-8,5.33333333333333,6,5.4,5.75,5,8,5.25,2.5,6,2019-10-28 19:15:00,2019-11-19 12:43:19,34,74,5,5,1,8,8,7,7,7,7,4,6,4,4,6,5,7,5,3.5,3.4,5.14285714285714,3.44444444444444,2.81756756756757
1133,2,1,27,5,10,-9,5,6,4.4,4,4,4,5.25,3.7,2,2019-10-31 13:50:16,2019-11-17 10:25:46,16,108,1,5,2,6,8,3,6,5,5,2,3,1,7,3,4,3,4,3.5,3.2,4.57142857142857,3.33333333333333,2.40277777777778
887,3,2,36,4,2,-2,2,3,5.6,4.375,3,6,4.75,3.3,5,2019-10-21 09:53:42,2019-11-23 12:15:28,14,45,8,4,5,5,6,4,6,3,5,6,4,3,4,3,3,3,3,3.25,3.6,4.71428571428571,3.44444444444444,2.54444444444444
964,1,1,65,6,11,-1,5,5,5,5.5,6,8,6,3.8,5,2019-10-22 11:31:05,2019-11-06 16:29:51,13,107,6,6,4,7,2,6,6,6,4,6,4,6,6,6,4,5,4,2.75,3,5.28571428571429,2.88888888888889,2.89719626168224
1076,2,2,44,7,6,-2,4.66666666666667,5,2.8,4.25,4,5,5.75,2.8,1,2019-10-29 19:19:41,2019-11-24 10:19:55,11,77,1,1,2,2,8,6,7,6,5,1,2,3,4,2,7,6,5,1,1,2.57142857142857,1,1.35714285714286
1038,3,1,50,7,10,-2,6.33333333333333,6,6.2,6.5,7,7,7,4.3,7,2019-10-28 18:08:19,2019-11-08 15:02:13,15,54,8,7,6,8,2,7,7,3,7,7,7,7,7,7,2,5,3,5.5,3.2,5.85714285714286,4.22222222222222,1.60185185185185
1166,2,1,36,6,10,-8,5,6,5.6,5,6,7,5.5,3.9,4,2019-11-02 10:32:38,2019-11-19 15:36:39,10,69,4,4,7,5,8,5,6,6,4,6,2,6,5,6,3,7,5,2.25,3.4,5.42857142857143,2.88888888888889,1.92028985507246
1106,2,2,47,5,5,-5,3.33333333333333,4,7.2,4.875,4,7,5.5,4,6,2019-10-30 21:17:25,2019-11-12 18:24:09,22,52,6,6,8,8,8,7,7,4,5,4,3,5,4,5,5,5,3,5,4.6,5.28571428571429,4.77777777777778,3.46153846153846
1162,3,2,23,4,3,-3,2.66666666666667,2,1.6,4,4,5,5.75,3.3,3,2019-11-02 07:24:06,2019-11-17 14:35:33,16,39,1,1,1,1,4,5,4,2,6,1,6,5,3,6,5,6,5,3.5,3.6,4.57142857142857,3.55555555555556,3.21794871794872
1173,3,2,33,6,5,-4,2.33333333333333,3,2.8,2.5,0,2,4.25,4.4,5,2019-11-02 14:56:25,2019-11-24 20:50:04,13,59,3,3,1,6,1,4,4,2,2,3,1,3,1,5,4,5,4,3.5,3.4,4.57142857142857,3.44444444444444,2.11016949152542
1047,2,2,69,3,10,1,4.66666666666667,6,7.8,5.25,6,7,6,3.6,7,2019-10-28 20:34:29,2019-11-19 19:51:52,11,69,8,7,8,8,8,7,7,5,5,6,3,4,5,6,3,6,4,4.5,4.6,6.14285714285714,4.55555555555556,3.19565217391304
1080,2,2,58,7,4,-4,3,4,3,3.5,0,6,4.75,3.4,5,2019-10-30 07:25:27,2019-11-28 13:08:28,14,57,5,3,2,4,1,4,4,4,4,2,2,4,4,5,6,5,6,3.5,4.4,4.57142857142857,4,0.921052631578947
1112,1,2,71,6,11,0,6.33333333333333,7,8,5.5,5,7,6.5,2.6,4,2019-10-31 08:26:09,2019-11-13 11:28:49,12,51,8,8,8,8,8,7,7,7,4,6,3,6,4,6,6,7,4,1,1.4,5,1.22222222222222,2.87254901960784
1073,4,1,33,6,5,-2,4,4,5.4,5.25,7,8,6,3.4,5,2019-10-29 15:39:10,2019-11-08 09:22:16,7,78,4,4,6,7,6,5,5,5,6,6,6,5,4,7,4,7,6,4.25,4.8,5.28571428571429,4.55555555555556,3.51282051282051
1119,2,2,38,7,4,-3,3,3,3,3.5,0,6,6,3.1,4,2019-10-31 10:01:46,2019-11-08 10:14:17,10,43,1,2,3,1,8,4,4,2,4,2,4,4,4,5,6,5,6,2,2,4.85714285714286,2,1.23255813953488
